model,BPT_mean,BPT_std,BPSS_mean,BPSS_std,Bonus_mean,Bonus_std,H
pcfg,6.593926129859241,0.01020342499830567,1.6484661218226153,0.0025508324031868275,5.332178185435275,0.1428987132847312,7.647849677953421
pcfg_shuf,7.955193182584972,0.23145530487450458,1.9887797035914772,0.05786328528522567,-0.0057252652025723,0.0035788132456756644,7.648210943457346
syn8,9.047247138011064,,2.2617906402124373,,0.016188680917617,,7.999854894564709
