model,seed,mae_loss,pixel_var,bits_per_pixel,n_params,plateau_slope,time_hrs
from_scratch_mae,42,0.02431522323191166,0.06683426,0.7293640365664348,32330496,-4.110773179774111e-08,0.24437836865584056
from_scratch_mae,137,0.02428774853795767,0.06683426,0.7301795753595587,32330496,-4.018661066052193e-08,0.24533441894584232
