source,seed,shuffle_mode,mse,bits_per_frame_dim,bits_per_frame
speech,42,original,0.08308587058734972,1.7945646434270335,229.70427435866029
speech,42,segment_shuffled,0.08376159373624825,1.7887217750930646,228.95638721191227
speech,42,frame_shuffled,0.12015287955796321,1.5284665619315791,195.64371992724213
