source,seed,shuffle_mode,mse,bits_per_frame_dim,bits_per_frame
speech,137,original,0.08273549131387214,1.7976130515861308,230.09447060302475
speech,137,segment_shuffled,0.0832466688666324,1.7931699496819993,229.5257535592959
speech,137,frame_shuffled,0.11967039137422893,1.5313690502780948,196.01523843559613
